LOC105378581	hgnc:50701	LINC01409
TRNAG2	hgnc:12273	TRG-GCC2-6
TRG2	hgnc:12273	TRG-GCC2-6
LOC100419501	hgnc:20032	SETP2
LI3	hgnc:26820	CYP4F22
INLNE	hgnc:26820	CYP4F22
LOC92839	hgnc:26711	C19orf25
GGT2	hgnc:4251	GGT2P
RAXL1	hgnc:18286	RAX2
FLJ21047	hgnc:7226	MPZL1
RLBP1L1	hgnc:23139	CLVS1
H4FL	hgnc:4792	H4C7
HIST1H4G	hgnc:4792	H4C7
C8orf50	hgnc:27985	EXTL3-AS1
EXTL3-AS1	hgnc:27985	EXTL3-AS1
LOC440150	hgnc:13552	ATP11A
FLJ21858	hgnc:13552	ATP11A
FLJ14202	hgnc:13552	ATP11A
ZNF427	hgnc:13854	ZKSCAN4
ZNF307	hgnc:13854	ZKSCAN4
P1P373C6	hgnc:13854	ZKSCAN4
LOC100421930	hgnc:51459	EEF1E1P1
LOC442617	hgnc:38541	LINC01000
LOC730161	hgnc:38541	LINC01000
MGC4837	hgnc:13877	TTYH2
RNU6-292P	hgnc:47508	RNU6-545P
LOC101929956	hgnc:32049	AQP7P2
C16orf84	hgnc:28005	CTU2
LOC113513	hgnc:30291	G3BP2
LOC115293	hgnc:30291	G3BP2
LOC648544	hgnc:37864	GLYATL1P4
LOC100506773	hgnc:37864	GLYATL1P4
MGCR	hgnc:7180	MN1
LOC728680	hgnc:16991	CKAP4
LOC732190	hgnc:16991	CKAP4
NCRNA00307	hgnc:16727	LINC00307
C16orf3	hgnc:1197	GAS8-AS1
MIRN368	hgnc:31782	MIR376C
MIRN376C	hgnc:31782	MIR376C
MMP20	hgnc:14246	MMP25
LOC82110	hgnc:14246	MMP25
MMPL1	hgnc:14246	MMP25
LOC100421206	hgnc:7515	MUC5AC
LOC101059911	hgnc:7515	MUC5AC
HSAPOMUCN	hgnc:7515	MUC5AC
LOC642522	hgnc:7515	MUC5AC
LOC101927530	hgnc:7515	MUC5AC
LOC100132635	hgnc:7515	MUC5AC
LOC730855	hgnc:7515	MUC5AC
LOC440020	hgnc:7515	MUC5AC
LOC100507593	hgnc:19665	STXBP5
LOC100419241	hgnc:36817	RPL7P54
RNU31	hgnc:10158	SNORD31
C1orf184	hgnc:31932	NTMT2
METTL11B	hgnc:31932	NTMT2
FLJ12740	hgnc:17357	APOBEC3G
APOBEC3G	hgnc:17357	APOBEC3G
RNF221	hgnc:24351	PHRF1
LOC105376667	hgnc:24351	PHRF1
TRNAF11	hgnc:34984	TRF-GAA1-3
TRF-GAA1-1	hgnc:34984	TRF-GAA1-3
LOC89982	hgnc:16453	CGB8
SBMA	hgnc:644	AR
DHTR	hgnc:644	AR
TRNAI4	hgnc:34630	TRI-AAT2-1
LOC442289	hgnc:39312	HMGB3P20
LOC91950	hgnc:5392	IER3
LOC135654	hgnc:5392	IER3
LOC112960	hgnc:5392	IER3
LOC116252	hgnc:5392	IER3
NBPF5	hgnc:24491	NBPF5P
TITF1	hgnc:11825	NKX2-1
BCH	hgnc:11825	NKX2-1
NKX2A	hgnc:11825	NKX2-1
LOC731073	ncbigene:729941	LOC729941
FAM18B2-CDRT4	hgnc:42961	TVP23C-CDRT4
CYP17A1-AS1	hgnc:23510	WBP1L
FLJ20367	hgnc:23510	WBP1L
CYP17A1OS	hgnc:23510	WBP1L
LOC100505778	hgnc:23510	WBP1L
C10orf26	hgnc:23510	WBP1L
IGJP1	hgnc:5714	JCHAINP1
LOC126788	hgnc:15661	TAS1R3
LOC348453	hgnc:15661	TAS1R3
LMAN1L	hgnc:6632	LMAN1L
LOC651172	hgnc:51221	TBC1D22A-AS1
LOC150387	hgnc:51221	TBC1D22A-AS1
DHDPSL	hgnc:25155	HOGA1
C10orf65	hgnc:25155	HOGA1
LOC123208	hgnc:20860	SLC39A12
LOC82429	hgnc:11007	SLC2A3
LOC112730	hgnc:11007	SLC2A3
LOC94827	hgnc:11007	SLC2A3
GLUT3	hgnc:11007	SLC2A3
LOC93182	hgnc:11007	SLC2A3
LOC100996871	hgnc:35935	RPL7AP45
LOC100132161	hgnc:35935	RPL7AP45
LOC100419286	hgnc:35935	RPL7AP45
MRPS28	hgnc:14513	MRPS28
RPL5P3	hgnc:31034	RPL5P3
LOC651722	hgnc:31034	RPL5P3
LOC100419368	hgnc:31034	RPL5P3
LOC645838	hgnc:26373	PRTG
LOC650816	hgnc:26373	PRTG
LOC145786	hgnc:26373	PRTG
RN5S228	hgnc:43128	RNA5SP228
LOC401029	hgnc:43869	DAZAP2P1
LOC100419813	hgnc:43869	DAZAP2P1
C6orf7	hgnc:14109	LINC01621
LOC100422661	hgnc:30849	YWHAZP6
LOC158384	hgnc:30849	YWHAZP6
FLJ35171	hgnc:30472	GOLGA6L5P
GOLGA6L5	hgnc:30472	GOLGA6L5P
ANKRD58	hgnc:32960	SOWAHD
LOC648756	hgnc:32960	SOWAHD
BCDO1	hgnc:13815	BCO1
BCDO	hgnc:13815	BCO1
BCMO1	hgnc:13815	BCO1
LOC648036	hgnc:51350	DPP3P2
LOC641945	ncbigene:645272	LOC645272
LOC100420755	ncbigene:645272	LOC645272
LOC649645	ncbigene:645272	LOC645272
UGCGL1	hgnc:15663	UGGT1
LOC100419067	hgnc:32183	DUXAP4
RN5S472	hgnc:43372	RNA5SP472
LOC136240	hgnc:14911	TAS2R4
LOC154812	hgnc:14911	TAS2R4
KIAA1547	hgnc:11839	TLE3
RN5S380	hgnc:43280	RNA5SP380
STFB	hgnc:2482	CSTB
EPM1	hgnc:2482	CSTB
TRNAR23	hgnc:34833	TRR-CCT5-1
PTPRL2	hgnc:9664	PTPRA
PTPA	hgnc:9664	PTPRA
OR2L8	hgnc:15014	OR2L8
LOC197414	hgnc:6146	ITGAD
HYA	hgnc:11115	KDM5D
KIAA0234	hgnc:11115	KDM5D
JARID1D	hgnc:11115	KDM5D
HY	hgnc:11115	KDM5D
SMCY	hgnc:11115	KDM5D
TRNAW9	hgnc:35006	TRW-CCA3-1
TRW-CCA3-2	hgnc:35006	TRW-CCA3-1
NCRNA00092	hgnc:31408	LINC00092
C5orf8	hgnc:16986	LMAN2
MIRN655	hgnc:32911	MIR655
MTTG	hgnc:7486	MT-TG
CENPVP1	hgnc:31851	CENPVL1
OR6N1	hgnc:15034	OR6N1
DNAH1	hgnc:2940	DNAH1
LOC101060139	ncbigene:101928755	LOC101928755
LOC100422066	hgnc:31254	OR2T32P
C19orf26	hgnc:28617	CBARP
LOC56932	hgnc:14607	TINCR
PLAC2	hgnc:14607	TINCR
MIRN1207	hgnc:35273	MIR1207
BTF3P3	hgnc:31100	BTF3P3
LOC105379579	ncbigene:105374516	LOC105374516
MTCYB	hgnc:7427	MT-CYB
OR13C4	hgnc:14722	OR13C4
OR2K1	hgnc:14722	OR13C4
LOC100418818	hgnc:33397	KRT18P28
AOF2	hgnc:29079	KDM1A
KDM1	hgnc:29079	KDM1A
LOC150730	hgnc:2858	DGUOK
LOC129820	hgnc:2858	DGUOK
LOC100419213	hgnc:36553	RPL5P23
CD11B	hgnc:6149	ITGAM
CR3A	hgnc:6149	ITGAM
LOC256912	hgnc:6149	ITGAM
C20orf99	hgnc:16230	ZCCHC3
C12orf59	hgnc:26438	TMEM52B
GCET2	hgnc:20253	GCSAM
CALNB	hgnc:9315	PPP3CB
TAF13P	hgnc:18699	TAF13P1
LOC100462887	hgnc:18699	TAF13P1
LOC649275	hgnc:36680	RPSAP29
LOC100419179	hgnc:36680	RPSAP29
SDAD1P1	hgnc:31403	SDAD1P1
CARSP1	hgnc:50477	CARS1P1
RN5S444	hgnc:43344	RNA5SP444
LOC86077	hgnc:30012	PDF
FAM5B	hgnc:13746	BRINP2
DFNB70	hgnc:23166	PNPT1
LOC650109	hgnc:45249	PHB2P1
C9orf156	hgnc:30967	TRMO
LOC100420873	ncbigene:100271656	LOC100271656
MGC21559	hgnc:3006	DPM2
C6orf145	hgnc:21361	PXDC1
LOC92582	hgnc:25719	C12orf43
LOC112544	hgnc:25719	C12orf43
LOC115455	hgnc:25719	C12orf43
LOC113329	hgnc:26091	TRMT12
RN5S9	hgnc:34370	RNA5S9
MIRN1237	hgnc:33927	MIR1237
LOC100288692	hgnc:48833	CICP23
LOC100132561	hgnc:48833	CICP23
WDRX1	hgnc:28912	WDR45
LCN5	hgnc:27038	LCN8
LOC100288760	ncbigene:100133165	LOC100133165
LOC100293271	ncbigene:100133165	LOC100133165
LOC642755	ncbigene:100133165	LOC100133165
C14orf136	hgnc:35459	CCDC85C
LOC100128667	hgnc:35459	CCDC85C
KA6	hgnc:17356	APOBEC3F
APOBEC3F	hgnc:17356	APOBEC3F
NCRNA00102	hgnc:30470	LINC00102
RT6	hgnc:724	ART2P
LOC100419946	hgnc:724	ART2P
ZNF702	hgnc:25775	ZNF702P
POL2RB	hgnc:9188	POLR2B
LOC100420032	hgnc:39709	PWWP2AP1
LOC102724409	hgnc:34080	FAM157B
LOC652532	hgnc:36786	RPL29P5
RNU6-57	hgnc:42547	RNU6-57P
LOC732126	hgnc:35564	RPL5P5
LOC100419254	hgnc:35564	RPL5P5
LOC100291921	hgnc:49567	CUL1P1
LOC100290759	hgnc:49567	CUL1P1
LOC649669	hgnc:36572	RPLP0P11
LOC100420312	hgnc:36572	RPLP0P11
LOC100510724	hgnc:36572	RPLP0P11
C1orf108	hgnc:25744	AKIRIN1
FAM197Y7P	hgnc:37469	FAM197Y7
TRNAK43P	hgnc:35116	TRK-TTT13-1
LOC100421987	hgnc:8342	OR5E1P
OR5E1	hgnc:8342	OR5E1P
LOC90053	hgnc:910	AZGP1
LOC392730	hgnc:51508	SPDYE12
SPDYE12P	hgnc:51508	SPDYE12
MEA	hgnc:6986	MEA1
MADH8	hgnc:6773	SMAD7
MADH7	hgnc:6772	SMAD6
LOC100422353	hgnc:37801	GAPDHP44
RN5S365	hgnc:43265	RNA5SP365
LOC100419312	hgnc:36584	RPS2P38
FLJ34278	hgnc:29284	DIP2B
LOC442758	hgnc:29284	DIP2B
MGC104005	hgnc:29284	DIP2B
EX33	hgnc:4535	GPR84
FAM45A	hgnc:31793	DENND10
LOC100421223	hgnc:37739	USP9YP3
FAM59B	hgnc:27172	GAREM2
GAREML	hgnc:27172	GAREM2
LOC100421268	hgnc:19900	EIF1AXP1
EIF1AP1	hgnc:19900	EIF1AXP1
FTHL1	hgnc:3979	FTH1P1
LOC100420340	hgnc:3979	FTH1P1
C5orf66-AS1	hgnc:49679	EPIST
LOC127969	hgnc:6647	LMOD1
LOC100420219	hgnc:36706	RPL7P46
LOC650208	hgnc:36706	RPL7P46
PLCE2	hgnc:9064	PLCL2
LOC643516	hgnc:36368	RPS26P47
LOC648316	hgnc:36368	RPS26P47
OR7E112P	hgnc:15122	OR7E116P
FLJ13556	hgnc:14462	NDRG3
TTRAP	hgnc:17768	TDP2
JCLN	hgnc:30961	ZG16
ZG16	hgnc:30961	ZG16
FAM44B	hgnc:25114	BOD1
MGC35338	hgnc:25325	CFAP65
CCDC108	hgnc:25325	CFAP65
LRRC4	hgnc:15586	LRRC4
CTSL1P4	hgnc:23645	CTSLP4
CTSLL4	hgnc:23645	CTSLP4
APG5L	hgnc:589	ATG5
LOC100133194	hgnc:43686	TPT1-AS1
LOC101927395	hgnc:53221	LINC02302
LOC100419699	ncbigene:100294713	LOC100294713
MEIS2	hgnc:7001	MEIS2
DHRSX	hgnc:18399	DHRSX
LOC401567	hgnc:11476	SURF4
LOC157889	hgnc:11476	SURF4
LOC375782	hgnc:11476	SURF4
LOC440607	hgnc:3614	FCGR1BP
FCGR1B	hgnc:3614	FCGR1BP
SOX28	hgnc:11193	SOX14
C5orf42	hgnc:25801	CPLANE1
LOC100287003	hgnc:25801	CPLANE1
LOC100132000	hgnc:25801	CPLANE1
FLJ21126	hgnc:25801	CPLANE1
LOC285304	hgnc:18111	CCDC50
C3orf6	hgnc:18111	CCDC50
DFNA44	hgnc:18111	CCDC50
LOC51183	hgnc:16968	ARPP21
FLJ32997	hgnc:16968	ARPP21
USP3L	hgnc:12621	USP22
NEK4	hgnc:11399	NEK4
STK2	hgnc:11399	NEK4
GA	hgnc:29570	GLS2
LOC100420185	hgnc:50366	RBM17P1
RN5S72	hgnc:42849	RNA5SP72
MIRN21	hgnc:31586	MIR21
LOC100420492	hgnc:55001	ARL5AP5
LOC100420996	hgnc:16576	SF3A3P1
SF3A3P	hgnc:16576	SF3A3P1
KIAA1713	hgnc:29357	ASXL3
LOC100293657	ncbigene:100286992	LOC100286992
LOC100291433	ncbigene:100286992	LOC100286992
LOC100418929	hgnc:45121	TNPO1P2
FAM26B	hgnc:23493	CALHM2
NEU	hgnc:7758	NEU1
RN5S103	hgnc:42901	RNA5SP103
SMC1L1	hgnc:11111	SMC1A
RN5S279	hgnc:43179	RNA5SP279
RN5S344	hgnc:43244	RNA5SP344
LOC100419116	hgnc:36557	RPL5P9
LOC100131335	hgnc:38501	COL6A4P2
LOC100509513	hgnc:55710	GOLGA6L24P
LOC112268157	hgnc:55710	GOLGA6L24P
LOC95160	hgnc:3496	MPZL2
EVA1	hgnc:3496	MPZL2
NCRNA00107	hgnc:27560	LINC00685
PPP2R3B-AS1	hgnc:27560	LINC00685
CXYorf10	hgnc:27560	LINC00685
TOMM20	hgnc:20947	TOMM20
FRA16B	hgnc:3858	FRA16B
LASS6	hgnc:23826	CERS6
PGA4	hgnc:8886	PGA4
TRMA	hgnc:10938	SLC19A2
LOC112826	hgnc:10938	SLC19A2
LOC101928789	hgnc:17133	SP140
IL28BP1	hgnc:44483	IFNL3P1
LOC107985266	hgnc:44483	IFNL3P1
LOC651944	hgnc:35789	RPL35P2
TAAD2	hgnc:11773	TGFBR2
MFS2	hgnc:11773	TGFBR2
LOC135023	hgnc:21357	FAM83B
C6orf143	hgnc:21357	FAM83B
HIST1H2AK	hgnc:4726	H2AC15
H2AFD	hgnc:4726	H2AC15
OR4E1P	hgnc:8296	OR4E1
LOC100422081	hgnc:8296	OR4E1
SJS1	hgnc:5273	HSPG2
AOX2	hgnc:18450	AOX2P
LOC442504	hgnc:30061	PMS2CL
C14orf96	hgnc:213	ADAM6
C1orf42	hgnc:29875	CRCT1
OR6P1	hgnc:15036	OR6P1
MIRN449A	hgnc:27645	MIR449A
MIRN449	hgnc:27645	MIR449A
LOC92122	hgnc:14261	RGS18
TRNAS9	hgnc:34629	TRS-AGA4-1
LOC649274	hgnc:35245	SYCE3
C22orf41	hgnc:35245	SYCE3
ABCB5	hgnc:46	ABCB5
LOC100421181	ncbigene:724060	LOC724060
MIRN33A	hgnc:31634	MIR33A
MIRN33	hgnc:31634	MIR33A
LOC115256	hgnc:9868	RARRES2
LOC160285	hgnc:33991	GLTPP1
LOC100420188	hgnc:33991	GLTPP1
LOC340993	hgnc:33991	GLTPP1
GLTPP1	hgnc:33991	GLTPP1
SEPT7P7	hgnc:38043	SEPTIN7P7
LOC133402	hgnc:33100	GPX8
RN5S288	hgnc:43188	RNA5SP288
RNPC6	hgnc:21539	RBM24
LOC154247	hgnc:21539	RBM24
LOC100293917	hgnc:48771	HNRNPA1P42
LOC100291021	hgnc:48771	HNRNPA1P42
C6orf67	hgnc:16667	TMEM30A
RN5S156	hgnc:43056	RNA5SP156
LOC100996900	ncbigene:101060118	LOC101060118
LOC101930132	ncbigene:101060118	LOC101060118
C2orf63	hgnc:26453	CLHC1
LOC100422118	hgnc:14794	OR51A3P
LOC648042	hgnc:34549	SH2D7
LINC00152	hgnc:28717	CYTOR
C2orf59	hgnc:28717	CYTOR
NCRNA00152	hgnc:28717	CYTOR
ENX2	hgnc:543	ANXA5
ANX5	hgnc:543	ANXA5
OBFC2B	hgnc:28412	NABP2
C1orf149	hgnc:25674	MEAF6
U3	hgnc:33189	SNORD3A
LOC105377042	ncbigene:105377043	LOC105377043
RNU6-4	hgnc:34253	RNU6-4P
LOC100462845	hgnc:20006	COX7A2P1
COX7AP1	hgnc:20006	COX7A2P1
COX7A3P	hgnc:20006	COX7A2P1
LINC00354	hgnc:42672	LINC00354
HN1	hgnc:14569	JPT1
OR51C4P	hgnc:31280	OR51C4P
FKHL15	hgnc:3806	FOXE1
FOXE2	hgnc:3806	FOXE1
TITF2	hgnc:3806	FOXE1
FAM197Y1P	hgnc:37464	FAM197Y1
OR10G4	hgnc:14809	OR10G4
FTNB	hgnc:198	ADAM2
LOC100133934	hgnc:51758	CDC27P8
LOC101060780	hgnc:51758	CDC27P8
LOC100133426	hgnc:51758	CDC27P8
GSDML	hgnc:23690	GSDMB
KIR2.4	hgnc:6260	KCNJ14
LOC100421360	hgnc:39664	DDX39AP1
LOC100418790	hgnc:33384	KRT18P16
KIAA1024	hgnc:29172	MINAR1
SMC2-AS1	hgnc:50827	SMC2-DT
KIAA0742	hgnc:20815	KDM3A
JMJD1A	hgnc:20815	KDM3A
JMJD1	hgnc:20815	KDM3A
MAGE10	hgnc:6797	MAGEA10
WDR40C	hgnc:32950	DCAF12L2
LOC139172	hgnc:32950	DCAF12L2
FAM239A	hgnc:53414	FAM239A
TMEM57	hgnc:25572	MACO1
LOC391333	hgnc:37791	GAPDHP37
LOC100421346	hgnc:37791	GAPDHP37
LOC641844	hgnc:10685	SDHDP2
LOC649759	hgnc:10685	SDHDP2
SDHDP2	hgnc:10685	SDHDP2
RN5S117	hgnc:42915	RNA5SP117
LOC100421659	hgnc:51907	TREHP1
LOC100422594	ncbigene:153893	LOC153893
COX5BL2	hgnc:2271	COX5BP2
LOC648425	ncbigene:644285	LOC644285
KIAA0948	hgnc:17443	TBRG4
LOC100289382	ncbigene:100421093	LOC100421093
LOC100292338	ncbigene:100421093	LOC100421093
GDF7	hgnc:4222	GDF7
RN5S218	hgnc:43118	RNA5SP218
LOC100421923	hgnc:65	ABCD1P4
C12orf66	hgnc:26517	KICS2
C17orf73	hgnc:26080	ANKRD40CL
LINC00483	hgnc:26080	ANKRD40CL
CO	hgnc:633	AQP1
LOC113640	hgnc:5962	IL10
PCC	hgnc:2411	CRYGD
CRYG4	hgnc:2411	CRYGD
LOC442787	hgnc:9330	PQBP1
MRX55	hgnc:9330	PQBP1
MRX2	hgnc:9330	PQBP1
MRXS8	hgnc:9330	PQBP1
RENS1	hgnc:9330	PQBP1
SHS	hgnc:886	ATRX
MRXS3	hgnc:9330	PQBP1
RN5S272	hgnc:43172	RNA5SP272
TRNAG3	hgnc:12274	TRG-TCC1-1
TRG3	hgnc:12274	TRG-TCC1-1
LOC101930564	hgnc:48730	LINC00970
LOC220739	hgnc:33153	RAB43P1
RAB43P	hgnc:33153	RAB43P1
LOC388271	hgnc:33153	RAB43P1
LOC652040	hgnc:34548	MYADML2
VPS45A	hgnc:14579	VPS45
VPS45B	hgnc:14579	VPS45
LOC222178	hgnc:19146	NSUN5P1
NSUN5B	hgnc:19146	NSUN5P1
RNU7-112P	hgnc:34132	RNU7-36P
LOC375331	hgnc:17078	CLASP2
LOC440948	hgnc:17078	CLASP2
TRNAM10	hgnc:34749	TRX-CAT3-1
LOC100420579	hgnc:49744	GTF3AP1
MIRN1201	hgnc:33565	SNORD126
MIR1201	hgnc:33565	SNORD126
NCRNA00219	hgnc:30749	EPB41L4A-AS1
C5orf26	hgnc:30749	EPB41L4A-AS1
C1orf212	hgnc:25154	SMIM12
C21orf71	hgnc:16019	LINC00515
LOC112641	hgnc:13081	SCAPER
KIAA1454	hgnc:13081	SCAPER
ZNF291	hgnc:13081	SCAPER
LOC92909	hgnc:13081	SCAPER
WDR21C	hgnc:26657	DCAF4L2
LOC440109	hgnc:23844	BTBD11
LOC51672	hgnc:2244	COQ7
LOC648006	hgnc:36953	RPL19P11
LOC391774	hgnc:36953	RPL19P11
LOC94613	hgnc:12695	VIPR2
SCZD16	hgnc:12695	VIPR2
LOC91961	hgnc:13420	PRUNE1
PRUNE	hgnc:13420	PRUNE1
C6orf144	hgnc:32789	GFRAL
LOC649014	hgnc:3768	FMN1
DKFZP686C2281	hgnc:3768	FMN1
LOC100653168	hgnc:3768	FMN1
LOC100506959	hgnc:3768	FMN1
LOC101059984	hgnc:3768	FMN1
LOC100652815	hgnc:3768	FMN1
FMN	hgnc:3768	FMN1
LD	hgnc:3801	FOXC2
FLJ22512	hgnc:14050	MRPS11
SLC2A3P3	hgnc:18301	SLC2A14
SLC2A14	hgnc:18301	SLC2A14
MDDC	ncbigene:1541	CYMD
RN5S82	hgnc:42859	RNA5SP82
LOC284940	hgnc:14294	SHANK3
LOC105376855	ncbigene:105371998	LOC105371998
PRSS11	hgnc:9476	HTRA1
TRNAQ25	hgnc:34888	TRQ-TTG3-1
ZNF58~withdrawn	hgnc:13110	ZNF44
DKFZp686L21136	hgnc:13110	ZNF44
ZNF58	hgnc:13110	ZNF44
ZNF44	hgnc:13110	ZNF44
ZNF55	hgnc:13110	ZNF44
LOC100129686	hgnc:13110	ZNF44
KLHL7-AS1	hgnc:43431	KLHL7-DT
SEDLP6	hgnc:10715	TRAPPC2P6
ACEE	hgnc:108	ACHE
YT	hgnc:108	ACHE
LOC91037	hgnc:16934	FEM1A
LOC93063	hgnc:23287	ETHE1
LOC94930	hgnc:23287	ETHE1
LOC83055	hgnc:23287	ETHE1
LOC115699	hgnc:23287	ETHE1
SDYS	hgnc:4451	GPC3
OR7E158P	hgnc:31232	OR7E158P
C10orf140	hgnc:32697	SKIDA1
LOC653984	hgnc:32697	SKIDA1
LOC730417	hgnc:32697	SKIDA1
LOC653301	hgnc:32697	SKIDA1
RDBP	hgnc:13974	NELFE
LOC649915	hgnc:4144	GAPDHP66
GAPDHL11	hgnc:4144	GAPDHP66
GAPDL11	hgnc:4144	GAPDHP66
HMG1L10	hgnc:4994	HMGB1P10
HMGB1L10	hgnc:4994	HMGB1P10
PAR4	hgnc:3540	F2RL3
RPS26L1	hgnc:31817	RPS26P11
LOC654077	hgnc:34408	KIAA0895L
CCDC94	hgnc:25518	YJU2
TMEM210	hgnc:34059	TMEM210
LOC100507809	hgnc:34059	TMEM210
HDAC7A	hgnc:14067	HDAC7
DKFZP586J0917	hgnc:14067	HDAC7
LOC100509030	ncbigene:100506790	LOC100506790
LOC115175	hgnc:410	ALDH3B1
LOC100509320	hgnc:44570	C3orf86
LINC00694	hgnc:44570	C3orf86
LOC100421748	ncbigene:100129274	LOC100129274
LOC56930	hgnc:7134	MLLT1
LOC130640	hgnc:168	ACTR1B
CTRN2	hgnc:168	ACTR1B
NCRNA00279	hgnc:38724	LINC00279
TTC3L	hgnc:23318	TTC3P1
LOC647768	hgnc:23318	TTC3P1
MTTAS	hgnc:7476	MT-TAS
LOC94733	hgnc:7803	NFX1
TSSC6	hgnc:13410	TSPAN32
PHEMX	hgnc:13410	TSPAN32
LOC205133	hgnc:12464	UBBP1
LOC93050	hgnc:29603	HSFX1
LOC203537	hgnc:29603	HSFX1
LOC83170	hgnc:29603	HSFX1
LOC139653	hgnc:29603	HSFX1
LOC113737	hgnc:29603	HSFX1
LOC158911	hgnc:29603	HSFX1
LOC653176	hgnc:29603	HSFX1
LOC115986	hgnc:29603	HSFX1
HSFX1	hgnc:29603	HSFX1
LOC107984134	ncbigene:105370590	LOC105370590
ZFP95	hgnc:12867	ZKSCAN5
KIAA1015	hgnc:12867	ZKSCAN5
LOC100422361	hgnc:44953	NIFKP5
MKI67IPP5	hgnc:44953	NIFKP5
GLVR1	hgnc:10946	SLC20A1
A1BG-AS	hgnc:37133	A1BG-AS1
NCRNA00181	hgnc:37133	A1BG-AS1
A1BGAS	hgnc:37133	A1BG-AS1
RN5S195	hgnc:43095	RNA5SP195
JHDM1D-AS1	hgnc:48959	KDM7A-DT
INGAP	hgnc:8601	REG3A
PAP	hgnc:8601	REG3A
DFN7	hgnc:4638	GSTP1
FAEES3	hgnc:4638	GSTP1
GST3	hgnc:4638	GSTP1
PPNAD4	hgnc:9380	PRKACA
LOC82668	ncbigene:728533	LOC728533
LOC113287	ncbigene:728533	LOC728533
LOC116346	ncbigene:728533	LOC728533
LOC220618	ncbigene:728533	LOC728533
LOC650828	ncbigene:728533	LOC728533
LOC100420835	hgnc:21379	MRPL48P1
MIRN192	hgnc:31562	MIR192
C7orf54	hgnc:24158	SND1-IT1
LOC92498	hgnc:24158	SND1-IT1
LOC93352	hgnc:7980	NR4A1
LOC115357	hgnc:7980	NR4A1
LOC115354	hgnc:7980	NR4A1
LOC112799	hgnc:7980	NR4A1
LOC121384	hgnc:7980	NR4A1
HMR	hgnc:7980	NR4A1
LOC115356	hgnc:7980	NR4A1
LOC112800	hgnc:7980	NR4A1
LOC112798	hgnc:7980	NR4A1
GFRP1	hgnc:7980	NR4A1
C8orf37	hgnc:27232	CFAP418
CKLFSF4	hgnc:19175	CMTM4
C7orf21	hgnc:21709	TMUB1
LOC100130166	hgnc:51526	AATBC
PLA2	hgnc:9030	PLA2G1B
PPLA2	hgnc:9030	PLA2G1B
PLA2A	hgnc:9030	PLA2G1B
OR51G3P	hgnc:14738	OR51G1
LOC100129914	hgnc:7804	NFYA
FLJ11236	hgnc:7804	NFYA
LOC100421151	hgnc:45125	RPAP2P1
LOC652313	hgnc:35696	RPL12P33
LOC378051	hgnc:36225	RPL23P8
LOC107984033	hgnc:55711	GOLGA6L25P
LOC730027	hgnc:55711	GOLGA6L25P
MIRN580	hgnc:32836	MIR580
RN5S115	hgnc:42913	RNA5SP115
C10orf68	hgnc:26533	CCDC7
CCDC7	hgnc:26533	CCDC7
HSPF1	hgnc:5270	DNAJB1
OR10V1	hgnc:15136	OR10V1
LINC01232	hgnc:49755	LINC01232
LOC100462771	hgnc:20011	ENSAP2
HNRPLL	hgnc:25127	HNRNPLL
RNU4P2	hgnc:10195	RNU4-8P
RNU54	hgnc:10204	SNORD54
RLN3R2	hgnc:14666	RXFP4
GPR100	hgnc:14666	RXFP4
FLJ13373	hgnc:25813	GVINP1
GVIN1	hgnc:25813	GVINP1
GVIN1P	hgnc:25813	GVINP1
DDX3YP2	hgnc:42172	DDX3P2
OR4A6P	hgnc:15163	OR4A6P
C9orf53	hgnc:23831	CDKN2A-DT
CDKN2A-AS1	hgnc:23831	CDKN2A-DT
LOC100292661	hgnc:55944	TRPC6P3
LOC647796	hgnc:49265	LINC01120
ZNF420	hgnc:20649	ZNF420
PLXNA4	hgnc:9102	PLXNA4
PLXNA4A	hgnc:9102	PLXNA4
PLXNA4B	hgnc:9102	PLXNA4
LOC100292119	ncbigene:100289580	LOC100289580
FLJ45121	ncbigene:100289580	LOC100289580
LOC100289970	ncbigene:100289580	LOC100289580
LOC95099	hgnc:15746	TOMM34
LOC100419810	hgnc:19813	RPL10AP1
HBGR	hgnc:4831	HBG1
H3FD	hgnc:4769	H3C6
HIST1H3E	hgnc:4769	H3C6
CORD2	hgnc:2383	CRX
ARL9	hgnc:23592	ARL9
HIPSTR	hgnc:52289	TFAP2A-AS2
LOC100293063	hgnc:49331	HSPE1P12
LOC100289828	hgnc:49331	HSPE1P12
RN5S437	hgnc:43337	RNA5SP437
IL3RB	hgnc:2436	CSF2RB
C1orf92	hgnc:26556	LRRC71
LOC730921	hgnc:19043	ZBTB8OSP1
LOC100419292	hgnc:36031	RPL7P40
TRNAQ51P	hgnc:35108	TRQ-CTG9-1
C9orf10	hgnc:13247	FAM120A
LOC131984	hgnc:3601	FBLN2
HOX2A	hgnc:5116	HOXB5
HSPBP1	hgnc:24989	HSPBP1
EPHT	hgnc:3385	EPHA1
EPHT1	hgnc:3385	EPHA1
MULK	hgnc:21869	AGK
NGP35	hgnc:17067	FAIM2
LOC650350	ncbigene:645405	LOC645405
LOC651851	hgnc:33381	KRT8P29
LOC100292097	hgnc:43010	HIGD1AP15
C8orf47	hgnc:26823	ERICH5
LYPLA3	hgnc:17163	PLA2G15
LOC731090	ncbigene:100420746	LOC100420746
LOC728795	ncbigene:100420746	LOC100420746
